feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Phages..Prophages..Transposable.elements.Bacteriophage.integration.excision.lysogeny.Phage.integration.and.excision.Site.specific_recombinase	Diet	LM	0.00796149386446942	0.00103590544111112	20	20	4.31757473052811e-07	9.17484630237224e-07
Dormancy.and.Sporulation...Spore.Core.Dehydration.Spore_maturation_protein_A.like_protein	Diet	LM	0.0121093938108967	0.00160049482530664	20	20	5.37285409717348e-07	1.0745708194347e-06
Iron.acquisition.and.metabolism...RCJ.pfr.Ferrous_iron_transport_protein_B	Diet	LM	0.00938327421249163	0.00126239929122559	20	20	6.87037080263149e-07	1.29773670716373e-06
Cell.Division.and.Cell.Cycle...Macromolecular.synthesis.operon.DNA_primase_.EC_2.7.7...	Diet	LM	-0.00839582881419203	0.00119122803799223	20	20	1.41726140288824e-06	2.53615198411579e-06
Clustering.based.subsystems.Biosynthesis.of.galactoglycans.and.related.lipopolysacharides.CBSS.258594.1.peg.3339.Glycosyltransferase	Diet	LM	-0.0108529145741667	0.00154733801727875	20	20	1.51269115552749e-06	2.57157496439673e-06
Fatty.Acids..Lipids..and.Isoprenoids.Fatty.acids.Fatty.Acid.Biosynthesis.FASII.3.oxoacyl..acyl.carrier_protein._reductase_.EC_1.1.1.100.	Diet	LM	0.00396805907088809	0.000572483053453113	20	20	1.77239054512977e-06	2.86958469211486e-06
Membrane.Transport...Ton.and.Tol.transport.systems.TonB.dependent_receptor	Diet	LM	0.0524139887936837	0.00778848403289004	20	20	2.61934388029805e-06	4.04807690591516e-06
Sulfur.Metabolism...Galactosylceramide.and.Sulfatide.metabolism.Beta.galactosidase_.EC_3.2.1.23.	Diet	LM	0.00871288156141518	0.00141479322044815	20	20	8.16075968266001e-06	1.20637317048018e-05
Phages..Prophages..Transposable.elements..Plasmids.Transposable.elements.Conjugative.transposon..Bacteroidales.Conjugative_transposon_protein_TraG	Diet	LM	0.0415468486220981	0.00831388763637082	20	20	9.33890181714339e-05	0.000132301109076198
Nitrogen.Metabolism...Ammonia.assimilation.Glutamate_synthase_.NADPH._large_chain_.EC_1.4.1.13.	Diet	LM	0.00510993344189479	0.00131554496796404	20	20	0.0010868520762473	0.00147811882369633
Arabinose.Sensor.and.transport.module.Arabinose.An.Arabinose.Sensor.Histidine_kinase_in_an_arabinose_sensing_sensor	Diet	LM	0.00126874966792426	0.000356943571914095	20	14	0.00226525797747024	0.00296226043207647
Motility.and.Chemotaxis.Flagellar.motility.in.Prokaryota.Flagellum.in.Campylobacter.Cell_division_protein_FtsI_.Peptidoglycan_synthetase._.EC_2.4.1.129.	Diet	LM	0.00799132117477648	0.00231205426670232	20	20	0.00281664939033517	0.00354689182486652
Virulence..Disease.and.Defense.Bacteriocins..ribosomally.synthesized.antibacterial.peptides.Bacitracin.Stress.Response.ABC_transporter_ATP.binding_protein_YvcR	Diet	LM	0.00294519504517494	0.000879125132582022	20	20	0.00356379878554626	0.0043274699538776
Regulation.and.Cell.signaling...Two.component.regulatory.systems.in.Campylobacter.Two.component_system_response_regulator	Diet	LM	0.00599885579920897	0.0018702783659507	20	20	0.0048816857510896	0.00572335570817401
Carbohydrates.Di..and.oligosaccharides.Lactose.utilization.Beta.galactosidase_.EC_3.2.1.23.	Diet	LM	0.0071058933884345	0.00263567610600624	20	20	0.0147753187754291	0.0167453612788197
Phosphorus.Metabolism...Phosphate.metabolism.Phosphate_regulon_transcriptional_regulatory_protein_PhoB_.SphR.	Diet	LM	0.0032680923130421	0.00175201921158766	20	20	0.0785212718898089	0.0861201046533388
Cofactors..Vitamins..Prosthetic.Groups..Pigments.Biotin.Biotin.synthesis...utilization.Long.chain.fatty.acid..CoA_ligase_.EC_6.2.1.3.	Diet	LM	0.000934904738213577	0.00180612048412165	20	20	0.611018770958043	0.649207444142921
Predictions.based.on.plant.prokaryote.comparative.analysis...At3g21300.RNA_methyltransferase._TrmA_family	Diet	LM	-0.000387223332067216	0.00108467160445345	20	20	0.725245869887908	0.747223017460268
Transcriptional.regulation...CarD.DNA_mismatch_repair_protein_MutS	Diet	LM	0.0002515051601965	0.000806366335439427	20	20	0.758700924855654	0.758700924855654
